measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1,measure,hybrid,hybrid1,ggmr,ggmr2,ggmr1,rc3,rc2,rc1
41022.52261,33194.16697,33117.66296,34943.71742,63711.897,70218.19561,41950,42340,10075,41022.52261,33194.16697,33117.66296,34943.71742,63711.897,70218.19561,41950,42340,11211
33239.00946,39794.43136,39285.07326,27442.81081,49866.3086,55346.06238,43320,43240,3330,33239.00946,39794.43136,39285.07326,27442.81081,49866.3086,55346.06238,43320,43240,8814
34573.07524,38980.65882,36570.42371,21940.82949,42927.20291,49818.8722,42610,42190,6439,34573.07524,38980.65882,36570.42371,21940.82949,42927.20291,49818.8722,42610,42190,7579
38768.36103,35146.46438,32228.60848,23305.10834,41811.12187,47676.74332,40850,40930,2286,38768.36103,35146.46438,32228.60848,23305.10834,41811.12187,47676.74332,40850,40930,7778
32181.41126,34315.48878,34142.26672,23299.1303,37189.8279,43909.55993,43410,43410,206,32181.41126,34315.48878,34142.26672,23299.1303,37189.8279,43909.55993,43410,43410,7310
31292.03408,32466.49618,32957.45008,25905.4394,39635.30268,47032.68039,45170,44700,2278,31292.03408,32466.49618,32957.45008,25905.4394,39635.30268,47032.68039,45170,44700,5602
34435.57284,30247.22948,30522.98878,24895.8359,37626.98645,43541.2594,42760,42640,1756,34435.57284,30247.22948,30522.98878,24895.8359,37626.98645,43541.2594,42760,42640,6576
36120.70856,28816.47178,27611.08472,26350.61584,47827.6985,47432.78418,42570,42760,-1356,36120.70856,28816.47178,27611.08472,26350.61584,47827.6985,47432.78418,42570,42760,7824
27817.90446,21683.12773,19573.2385,26391.61535,74356.8672,67016.09587,46120,45890,-1367,27817.90446,21683.12773,19573.2385,26604.52533,74356.8672,67016.09587,46120,45890,5759
15583.11701,8456.751736,3658.377861,12366.24188,3446.863067,34036.9279,19880,24704.5,1736,37896.53734,28116.65599,34353.85065,32980.59289,48005.5192,55489.49668,39540,35315.5,6216
-48032.2191,-44393.10845,-45645.91253,-48069.93388,-46249.91688,-45446.9888,-46440,-42970,-44930,48032.2191,44393.10845,45645.91253,48069.93388,46249.91688,45446.9888,46440,42970,44930
-29390.40523,-23233.11255,-19383.02364,-21078.74269,-9466.904875,-21999.2077,-15708.47,-19921,-40800,45431.37595,44355.17032,40050.50619,47370.84629,45936.14052,42339.90763,42271.53,37781,40800
-9791.925771,-19827.74329,-12115.04006,-8997.283693,-15276.26027,-2814.21758,-6916,-2420,-10200,41215.61108,43417.94989,36147.22588,43019.26604,51348.27882,43649.70715,44544,38380,15614
-11735.97557,-9635.829042,-5787.455771,-4527.349254,-194.234921,-9036.905646,-7000,-11900,-40290,46132.05304,45584.52852,42554.08269,51933.4347,45307.93369,39752.9221,46100,39680,40290
-5584.937646,-15321.72731,-8103.864731,-12527.03559,-10787.00275,-18670.32407,-10380,-4958,175,44974.98503,41342.87005,39560.24413,49333.75446,42654.30049,41790.8396,47500,40402,16061
29100.77253,23369.31499,29680.74343,35645.65351,28696.85017,22981.9258,26567,20120,-20570,52046.11876,49492.20802,49555.56618,63435.3826,48299.9095,44032.48268,49633,43240,26666
-10431.16562,-13627.43034,-11382.95751,-9435.445833,-19925.44764,-8041.676092,-18849,-15982,-7110,37051.0439,36154.80683,36505.81137,42849.55462,42598.81105,39654.78643,43031,33998,22868
73821.23185,78852.96146,84283.88003,68736.91604,65959.45672,65555.04759,78560,72990,17772,73821.23185,78852.96146,84283.88003,83228.64077,65959.45672,65555.04759,78560,72990,25728
77506.00344,62830.50619,64697.87835,88498.19754,92866.43236,94534.67412,70160,69660,33850,77506.00344,62830.50619,64697.87835,106558.7041,92866.43236,94534.67412,70160,69660,33850
106545.3387,100324.6805,104182.217,113521.2577,140103.6149,121142.5856,111450,106490,32819,106545.3387,100324.6805,104182.217,114226.6634,140103.6149,121142.5856,111450,106490,32819
99216.75372,109875.8763,114479.9321,130019.3894,143308.0243,127174.3742,121460,119940,53030,99216.75372,109875.8763,114479.9321,130019.3894,143308.0243,127174.3742,121460,119940,53030
109444.5913,124992.9582,105108.3799,140939.6685,124748.5363,116234.9512,112510,111770,48380,109444.5913,124992.9582,105108.3799,140939.6685,124748.5363,116234.9512,112510,111770,48380
89509.66985,81358.00202,96197.89646,72432.23894,102986.84,99900.19916,111990,111690,31267,89509.66985,81358.00202,96197.89646,72432.23894,102986.84,99900.19916,111990,111690,31267
92286.04796,87600.42948,93124.22893,85191.25566,93088.76608,92437.85761,112290,111630,28147,92286.04796,87600.42948,93124.22893,85191.25566,93088.76608,92437.85761,112290,111630,28147
93374.36477,80386.08645,86039.86288,82647.23295,87824.27415,88412.01129,108720,108690,17260,93374.36477,80386.08645,86039.86288,82647.23295,87824.27415,88412.01129,108720,108690,17260
79267.20431,89530.82332,90652.91814,89396.54918,83543.24037,85052.84516,117740,116890,19327,79267.20431,89530.82332,90652.91814,89396.54918,83543.24037,85052.84516,117740,116890,19907
78920.52274,76802.61871,81506.99576,82250.19132,81844.58205,83553.10237,109500,109680,6391,78920.52274,76802.61871,81506.99576,82250.19132,81844.58205,83553.10237,109500,109680,6969
83101.18063,79726.21233,83315.02361,83953.90624,81644.87944,83397.45431,111850,111410,14698,83101.18063,79726.21233,83315.02361,83953.90624,81644.87944,83397.45431,111850,111410,14698
76445.47966,76946.44606,80259.87154,80937.27715,78800.16684,80686.96203,111300,111230,6381,76445.47966,76946.44606,80259.87154,80937.27715,78800.16684,80686.96203,111300,111230,7541
59952.50639,58577.28392,60780.28214,60032.55694,71033.80264,76447.50254,81110,88200,6901,76818.49147,70527.35055,76521.35594,78889.98343,85144.89309,79410.37561,96910,92420,10251
-86104.29142,-74495.82831,-79273.04213,-56025.94427,-74934.32183,-78261.03401,-61040,-53630,-58432,86104.29142,74495.82831,79273.04213,56025.94427,74934.32183,78261.03401,61040,53630,59928
-72983.05237,-60866.49849,-66646.9233,-66571.30892,-67982.44215,-69001.29887,-41480,-39680,-85920,72983.05237,60866.49849,66646.9233,66571.30892,67982.44215,69001.29887,41480,39680,85920
-60664.88581,-48711.93638,-54262.99864,-54463.30058,-54872.78655,-52700.72946,-38640,-37550,-77630,60664.88581,48711.93638,54262.99864,54463.30058,54872.78655,52700.72946,38640,37550,77630
103308.1813,115315.7292,112584.3259,89726.48067,95136.70263,87883.98234,121680,108410,-8196,131136.3253,135841.811,134013.6865,112609.1413,115310.154,108241.228,136520,122030,49848
-52490.80735,-48846.4203,-52926.6128,-50435.8253,-51354.87029,-46555.61134,-51090,-38520,-10242,52490.80735,48846.4203,52926.6128,50435.8253,51354.87029,46555.61134,51090,40800,40062
65186.3741,73428.58765,70250.10172,52024.01433,56802.19155,51817.38617,78618,64124,-33593,110749.4013,114941.786,112485.1129,95637.32145,99780.55655,90441.46383,113118,97464,44853
5122.695558,645.777818,-659.090202,-5006.625508,-1981.111809,-839.639298,430,14160,29139,73437.9805,73715.62059,76302.81112,68635.8497,72344.24749,65357.76984,74150,65760,44967
-3291.280695,5802.392919,-752.0136808,-4632.473631,-7080.483052,-7157.920995,5090,-3490,-48620,67068.98666,68240.53544,65103.71687,62314.63002,61470.23356,53570.20491,64390,53310,48620
73922.16446,73265.44917,73613.15285,58785.45528,65817.68786,61480.19601,72130,79641,41574,110641.1547,113548.8992,115559.7796,98195.68228,105400.5053,98154.68863,115070,104461,45274
-7629.920047,-373.335508,-2828.862469,-5189.019124,-3134.165073,-4385.015875,-448,-6233,-39820,56428.64186,60160.00477,59542.6911,55704.18755,58327.48741,51366.23212,59608,49553,39820
30660.10819,32453.44696,30573.71267,61503.45575,62664.05986,56938.1946,31290,37833.3,15128,62104.27257,69374.8932,68555.09325,98678.57522,99662.82515,91208.89003,66270,59366.7,22536
-37770.73728,-35566.04179,-36741.63066,-33623.1207,-30552.25651,-28338.92011,-32080,-31210,-43485,37770.73728,36520.60119,37784.08859,40952.42452,46081.18216,43216.97415,36780,33890,43485
43800.36352,44910.72944,42390.16711,35062.81499,32695.3209,30706.00453,47710,46950,3705,66134.26294,71136.9804,66667.64768,58622.60833,59098.9156,54222.72231,70950,59330,23275
-13484.01132,-11055.20579,-8200.21105,-13452.31897,-14882.87671,-9081.622909,-10730,-15660,-37270,48169.72149,48840.51515,53263.68168,48823.32033,49506.70302,50269.62532,51970,42720,37270
122412.2373,120092.1462,120442.0842,112225.6232,111439.5075,108522.8423,117360,119213,51891,137133.7701,139369.3402,140453.3849,129731.8605,130807.9638,125038.6572,139540,127047,55169
-28637.06764,-24266.43438,-26481.94793,-26660.05394,-26606.50203,-23631.29044,-31724,-32355,-23797,56898.1979,54689.87716,53303.19137,50877.52342,46202.12807,41786.64509,59096,49405,34017
118047.2677,117464.498,119030.2242,111694.7445,114019.2071,112276.391,116540,116930,40989,137993.8915,139073.2827,141246.8414,129597.9048,134773.0196,129636.2593,139740,125010,50489
14642.54212,21105.49325,19869.52224,20251.79654,18879.14863,20448.75178,19200,11260,-25382,81740.7846,81703.27465,81522.09052,77532.27957,81511.95322,74730.89367,86680,70400,32478
62768.37988,64885.8593,66793.77989,63831.95596,63912.81268,64430.9159,60711,70979,44075,107439.1043,108731.6904,110479.4276,103180.4162,106161.0587,101234.5871,110351,100901,44677
45808.77614,54357.15338,50928.07865,49770.77385,50360.92541,46223.47906,54050,42180,-34224,99870.62148,103931.9343,99609.13273,95043.39154,99481.48002,89000.80746,104570,89080,37156
28739.46306,31664.96684,30554.20992,33871.55877,33051.8522,33316.97742,27510,39897,34726,93804.42546,94895.87432,92605.15512,90047.31509,93436.06319,86712.89198,94610,83677,45454
72901.13605,82756.49618,80547.82203,82045.67781,82514.72457,78117.76355,85987,72381,-27485,116495.246,123238.4013,121350.0908,119525.6224,115266.9235,112757.6583,120427,104601,41635
8098.013311,7815.312548,6879.653443,11352.78169,12727.04311,12702.37189,4270,18091,26422,81682.27295,82318.06909,80850.20791,80612.69627,80771.05322,76024.30209,82790,72891,43998
39429.54276,48327.09093,48263.97574,44843.35985,45864.5717,43611.66546,52250,39750,-48234,100638.587,103988.275,100682.3199,98574.03201,95666.6936,93273.94418,100110,85430,49086
58103.53804,58420.56715,60079.51444,61676.78934,62280.02484,61114.82003,56156,67822,43511,109573.317,108228.797,107238.0402,103976.5289,104417.7541,100521.391,112056,103238,48271
48081.95401,55487.16899,52662.98213,56152.76642,53100.45335,53619.56799,57570,45080,-39980,105370.7172,108135.8788,107131.3905,105241.7776,101915.3451,102943.9311,107690,91980,43940
9288.725536,7968.618105,9312.612387,12804.24688,17456.0888,15142.03286,8740,22000,21200,84912.11641,83737.17106,82107.04216,83593.52779,80940.30569,79851.38184,83120,73920,42320
3798.869317,10210.52666,3203.594397,14358.3994,27365.90623,24152.9762,16190,11080,-43116,53159.30303,58714.58991,51403.3647,62609.29003,74268.21659,69495.89023,62310,54100,45616
-35531.20362,-35222.17928,-36167.05451,-25718.49065,-20002.32792,-18824.02056,-30750,-23794,-23937,45802.92497,44112.61365,41227.12145,45252.87038,47632.55614,46203.70724,41930,35694,27457
-3115.745732,2560.055461,5428.921241,2444.428124,10326.62906,9846.112954,9103,563,-47810,65693.96271,68461.61117,67502.98542,64636.50013,63888.79383,60764.46435,62623,51923,47810
3564.822691,5347.073662,7616.068106,21069.22967,14274.94675,23511.4429,3150,11876.7,11825,62635.26586,65354.4149,66411.25335,73359.20981,67206.15772,71935.11138,66530,57456.7,25725
-41294.60182,-38804.32502,-38789.25443,-35693.35788,-39424.33885,-34533.57672,-39450,-38330,-40530,41294.60182,38804.32502,38789.25443,35693.35788,39424.33885,34533.57672,39450,38330,40530
57429.19119,68215.06973,69399.3397,73967.50626,66949.63735,70840.55606,66850,54920,-11530,96634.92685,97881.7432,98340.72553,100222.3848,96290.69575,97356.41871,99290,85820,34950
-38816.63315,-39872.59734,-40420.79747,-35905.10289,-37030.01298,-34335.98739,-45020,-33347,6608,38816.63315,39872.59734,40420.79747,35905.10289,37030.01298,34335.98739,45020,37627,29468
-30727.39659,-23134.10285,-25874.85945,-17880.03504,-20682.40604,-23303.42494,-27410,-28970,-37480,34951.93821,35964.27887,35720.55397,41825.54916,42433.63756,35809.22381,41690,37750,37480
76372.34008,72158.09895,75363.10369,56607.92583,44161.34107,51673.46403,66110,66218,29421,106344.9363,107924.1291,110476.0962,91021.20129,79236.627,84658.00289,111050,92522,38159
69090.5644,75466.47614,74185.54993,51101.02213,54636.20597,53095.63581,65250,51330,-16743,108632.7421,109536.0847,107294.3808,90353.71315,89624.01878,86883.09578,110690,94210,30003
34523.34032,33445.5345,31401.48541,29620.2749,23885.55187,26375.58392,21944,31572,37182,87529.05026,83304.55448,81716.33931,79085.49858,71647.87546,70904.87873,84676,71588,50078
164375.3348,154296.6679,153639.5121,131906.7018,134499.9266,128693.1459,151231,147328,53250,169641.3839,162706.836,162052.7216,140046.3608,141608.1664,135570.9148,161611,148272,61770
51446.37426,50302.20094,49406.72596,36862.65552,38707.50001,35060.23186,48107,40600,-3785,110273.9941,107803.8268,107268.1488,92903.52126,84176.66667,84242.11101,113507,92020,34465
76841.89612,68741.15136,66758.28401,51845.88051,61177.00014,55245.59414,68000,80270,56870,123461.0587,115796.4772,116909.1704,99927.1174,104391.4007,100067.5462,120140,109870,59570
64555.91099,68031.20652,63639.36285,43354.03025,47785.76465,39165.13778,71470,58507,-33360,119536.3893,119127.4782,119461.1844,96900.74913,97073.48536,95288.08507,118790,101887,41420
41003.50634,40898.6129,38669.72803,21503.11679,30732.39221,28233.62659,40578,53993,39726,108441.1164,100506.4432,102395.7406,85788.03202,88891.14427,88443.39273,102182,93947,48894
64760.70179,67909.40391,63159.9074,42200.31461,50588.00202,39442.92288,75641,62058,-39070,119258.459,119500.627,120194.7925,97091.03051,94441.08656,92956.73937,118301,101838,47130
17091.25496,13529.69822,11472.79669,376.952986,5152.972681,4205.779463,17540,31570,30393,94771.33058,91704.05733,93332.47757,80230.97121,80955.18845,80399.01497,90020,80430,47467
-8402.273925,-4661.970186,-682.636745,-17010.80906,-11032.71199,-14731.1715,9910,440,-61390,74927.10217,73949.52269,75911.38822,66563.8172,68725.21394,59851.46966,73210,59860,61390
85519.17484,86578.91453,85064.65161,72199.24357,72414.58827,75965.34524,88634,96976,42832,129666.2199,128087.3188,126999.9006,110539.5359,111229.6587,111254.2978,129166,118604,45148
-25385.28232,-18700.35199,-21064.38665,-23608.88603,-21512.18031,-22327.51479,-14089.6,-19475,-51049,68862.36894,69665.78227,68388.27447,62285.84197,64550.56493,60621.17113,63689.6,52605,51049
71056.55608,74995.61865,74871.12196,91057.04443,88820.17173,92410.44443,78160,83343,25172,104677.3541,107964.1794,108097.5411,125111.173,123408.6666,123733.5222,105680,95977,33072
-25287.2753,-21172.38352,-21131.4594,-15969.47444,-22967.82457,-16569.6119,-14059,-17994.9,-46380,60721.93468,61102.05705,58776.33701,64489.03937,63792.28266,58339.18909,56159,45885.1,46380
60019.79479,60512.82562,60842.81429,78257.63189,76906.27018,77036.00888,64280,69065,19445,93941.92785,99003.6469,99548.9531,116829.0273,117106.6249,114928.1763,94100,84855,30065
-43166.97483,-46438.01344,-46250.64899,-47150.59642,-46283.0459,-43117.56502,-36720,-34310,-41750,43166.97483,46438.01344,46250.64899,47150.59642,46283.0459,43117.56502,36720,34310,41750
74593.58573,74258.25627,70606.84962,97139.99042,91990.77961,92483.3186,84930,80653,6469,89634.00712,97732.07817,98957.29645,120227.8609,108806.8089,116636.1517,98070,84423,38735
-41370.66697,-43773.64987,-46050.94323,-43194.43125,-43691.20386,-40385.61786,-36390,-32040,-23615,41370.66697,43773.64987,46050.94323,43194.43125,43691.20386,40385.61786,36390,32040,29581
-39321.29619,-38525.57177,-39804.93243,-37768.56063,-38469.29397,-38111.85271,-37510,-35690,-41260,39321.29619,38525.57177,39804.93243,37768.56063,38469.29397,38111.85271,37510,35690,41260
41648.59734,39596.37384,38129.18072,68690.97944,62126.64454,48483.21114,54047,51341,8011,71597.78889,70040.58892,69803.67691,99113.66564,92659.53667,80315.04584,78793,64179,30331
-41372.12976,-38564.18093,-39968.69143,-36882.10403,-36348.15339,-38341.97353,-38080,-35790,-29856,41372.12976,38564.18093,39968.69143,36882.10403,36348.15339,38341.97353,38080,35790,29856
21109.543,15458.17138,25211.63078,22814.92433,20698.28327,670.795952,28775,19971,-28309,62170.09818,60045.54047,73417.00167,65659.145,57100.09613,44294.83447,64625,53909,31149
-27104.06224,-28082.67858,-29904.0359,-23462.84244,-25008.12478,-24674.79259,-29720,-20627,201,37723.92796,37200.87102,38204.75067,36327.25936,34454.20424,37574.63981,39480,34087,25535
81401.417,78469.89056,84268.78272,73852.09222,71268.23572,69919.5996,81280,69490,-2922,106578.9829,106938.6276,107243.5073,101662.9035,92788.61223,95765.75701,104020,91550,36938
-35583.86411,-37203.06896,-35643.96516,-33574.18711,-36897.69684,-32039.24522,-43380,-31718,2258,35583.86411,37203.06896,35643.96516,33574.18711,36897.69684,32039.24522,43380,34958,32816
117204.6998,118116.7759,118792.4478,129678.6571,125376.9754,122208.6604,110830,105481,30247,128790.0079,131556.8966,130989.3592,141926.4473,138310.955,134322.6575,126710,109381,47787
48387.67743,47332.76201,49400.55136,54700.94107,56904.12173,55910.34234,42600,34280,-8134,94088.20701,94646.44155,88821.07868,98114.27864,95638.27177,92866.10378,96580,79760,26208
41373.59256,35938.4556,37884.57864,45848.64123,44211.2591,48754.47133,29650,41000,41643,92012.50597,89429.29797,89524.34498,94704.64645,92508.99895,91441.50461,90790,81420,47125
94200.84193,97005.13395,95687.21578,105970.5446,107779.0607,103981.9915,95118,81951,-12280,124433.815,125136.0354,121213.9909,133613.032,130467.2874,126489.4487,120818,105871,38640
-886.451602,-4224.147739,-2744.053232,378.41534,502.79152,3413.681457,-7250,5910,20346,72174.12871,68287.68648,67735.88214,71426.06223,68150.39804,67727.55657,69630,61430,43394
136324.8465,137975.9876,133173.1167,146932.132,153343.5249,139271.3666,136370,125090,15172,136722.7257,137975.9876,133173.1167,146932.132,153343.5249,139271.3666,136370,125090,42368
-15466.0937,-15518.25746,-15240.55084,-12276.39012,-5086.624041,-10933.93083,-13340,-10434,-17496,69639.11118,68451.23336,65489.09866,68624.46952,66123.28107,61268.55603,67340,48186,41104
97243.44809,98434.21424,95241.10848,100703.275,108293.3083,97195.01817,96320,101092,33310,122520.4838,125381.2031,121679.8064,127587.2525,132669.7146,122964.4801,122540,111392,40870
34612.5706,37874.60541,37522.07498,39528.84929,45655.52705,36383.96546,41609,32540,-33587,97746.64834,97776.97279,95996.91246,98726.53999,93479.84031,91901.60424,95989,80220,37067
58612.58944,57694.53871,56490.50752,57169.51587,63768.96977,55674.7139,56520,66967,35360,103303.7929,104954.0225,103422.408,103447.4078,105644.4374,101157.9559,103720,94487,39140
75873.52821,79990.35962,79695.32608,83386.22488,86125.68346,78245.90051,84300,72450,-26889,113452.6398,113621.8072,113351.9043,116955.4431,118433.121,113404.3916,115960,101050,38327
15293.48431,14770.9466,15619.24846,15601.22551,20729.23864,16855.24927,15357,28020,21332,83281.10397,82341.14318,83438.17096,83088.73299,82710.02352,83050.11753,81143,73180,41328
82884.6875,87170.97126,84534.17453,70671.48656,78898.00268,74229.68548,93460,80645,-26902,113866.6098,120461.1995,120980.4535,104022.6562,104847.8943,107986.9444,119320,104055,42858
-11191.81716,-10621.17245,-12294.55718,-16526.67331,-13131.72344,-14296.44099,-8140,5077,6799,63006.81487,67081.7354,68336.15156,66603.94463,65828.13463,66181.8609,59580,52897,36801
48811.88692,52772.15277,51573.22604,42060.93716,51457.63759,39538.00846,61500,50255,-40402,89152.74873,97259.67103,98049.05877,92127.53469,101478.3217,87807.06568,97800,83065,43182
11929.06404,10125.7226,5176.510769,708.702199,13118.67734,2951.3943,12470,23860,21815,70098.42768,73888.93238,78691.16715,71629.97222,79029.95239,78383.23039,69010,62120,36997
-44985.22457,-42305.61704,-49079.82518,-49127.12926,-45995.47985,-51645.1895,-40490,-37510,-51800,44985.22457,42305.61704,49079.82518,49127.12926,45995.47985,51645.1895,40490,37510,51800
36019.77595,36182.38475,28896.68142,49501.30616,41919.22656,32364.44737,54593,51208,-4114,62110.12374,54003.02295,51882.9741,68846.51702,58280.02541,55171.08817,70567,59072,25232
-43602.88668,-39797.37022,-45668.07502,-45104.89178,-41885.93806,-43832.0555,-35960,-33030,-34186,43602.88668,39797.37022,45668.07502,45104.89178,41885.93806,43832.0555,35960,33030,35574
-37650.78838,-37345.59926,-39151.6068,-41010.83229,-39818.06407,-39351.10386,-31180,-29798,-42460,37650.78838,37345.59926,39151.6068,41010.83229,39818.06407,39351.10386,31180,29798,42460
50059.64801,53818.92745,44770.43744,46393.81625,37905.47745,37852.52897,55070,52736,11947,73525.74799,79486.9108,71778.08857,72357.21733,61870.35257,62791.7934,81310,66776,30607
-38740.568,-37034.39665,-38061.7619,-37785.43905,-36356.79908,-36277.78631,-38690,-36720,-30590,38740.568,37034.39665,38061.7619,37785.43905,36356.79908,36277.78631,38690,36720,30938
68601.99206,66562.11452,57009.96798,68745.36052,59370.65567,48777.98145,69737,64705,7267,84675.14419,83420.40872,74345.92645,82543.7534,71672.91001,62922.34508,81257,70975,34573
-17989.4089,-14991.5171,-14226.74353,-15322.28595,-18394.97499,-19351.9674,-20670,-21630,-19688,46010.64135,48769.3065,47975.39195,43378.95493,40709.44165,42540.15014,53790,42690,29032
48051.23539,50637.19841,49695.40697,55646.53676,41123.78694,45577.47066,44460,48552,22810,74960.74637,76739.12265,73765.39923,79894.04768,66501.93871,70682.09469,76040,67428,27300
48794.33344,49887.55746,52129.48041,51199.71831,45800.96838,48327.31661,46640,39180,-11398,80583.7166,77917.33309,77464.21449,75051.54614,70148.3293,72310.38349,78660,68540,29382
58600.88712,61616.83565,57533.35519,91988.48173,111522.8149,110863.4502,63630,63710,23876,58600.88712,61616.83565,57533.35519,93705.80255,111522.8149,110863.4502,63630,63710,24568
67610.21948,75438.67476,80265.21304,96048.69797,99150.50621,96382.73545,86750,81840,22825,67610.21948,75438.67476,80265.21304,96048.69797,99150.50621,96382.73545,86750,81840,23517
122775.0096,100777.9188,99671.02233,105122.0441,108146.6244,107120.2337,103705,108360,49771,128988.9475,109483.7025,108723.8504,114443.626,117008.3208,115805.0581,112865,109920,49771
-43851.56122,-39088.81348,-41787.68639,-39374.60462,-37883.77079,-38548.1528,-41730,-37250,-26971,54295.89196,54194.04497,56229.82374,50462.25445,51766.17876,52504.35157,58150,47110,40111
114827.6638,114728.1774,114118.8599,95269.34248,95281.28933,95660.55455,119660,116430,24360,130274.7412,130938.9971,129896.7564,112018.0902,112682.9134,112032.2827,131900,118910,43020
-51867.65821,-48473.39164,-43984.80409,-45128.1766,-41523.9714,-42504.80785,-41100,-36230,-32167,51867.65821,48473.39164,48847.38825,45845.64099,51813.96164,43868.74951,51460,43450,41147
131777.028,131765.082,131236.5953,107540.9985,104908.8972,105248.6611,134180,128694,26421,143660.7455,141483.4782,140878.9938,118225.5582,114977.919,113788.6174,144840,130206,47161
-59512.20617,-53009.98665,-52065.35512,-48935.59058,-46443.16025,-46056.09273,-52059,-44495,-32681,59512.20617,53009.98665,52065.35512,48935.59058,47499.81867,46056.09273,53461,46325,43039
141258.8419,143446.3538,138392.4264,113884.0513,114098.4755,110644.3553,143760,134774,22259,149333.4506,152337.8322,147184.9581,122416.8917,122748.3799,118689.1688,152100,134774,48199
-60757.04167,-55674.75636,-54424.28487,-50535.8036,-50872.36808,-46847.83677,-58330,-49430,-27521,60757.04167,55674.75636,54424.28487,50535.8036,50872.36808,46847.83677,58330,49430,43399
112553.0231,117275.9672,116109.8551,89181.26262,97764.06298,86219.00973,121908,111909,2031,136718.3374,135685.8791,134064.2564,107541.007,110146.955,102080.1218,135108,120289,47689
-57019.60959,-53326.77086,-52005.76547,-49248.24735,-46928.12773,-44906.16785,-54740,-45020,-21304,57019.60959,53326.77086,52005.76547,49248.24735,46928.12773,44906.16785,54740,45020,41316
53741.49402,56207.94876,56383.83697,41057.80275,58390.94623,41806.72362,64315,52126,-32729,98359.55794,101724.8076,95849.04639,86689.1113,95135.35406,79638.8335,99915,85286,43769
-25126.36823,-21972.00983,-21565.7852,-24667.25329,-21379.15796,-23440.41589,-23240,-10680,7211,55804.02992,59532.03604,59861.0239,52750.38076,53252.71369,58978.02092,53580,47260,36289
-45697.60399,-40885.28682,-41538.65459,-42418.65209,-42219.15816,-43690.96528,-39640,-38190,-49840,45697.60399,40885.28682,41538.65459,42418.65209,42219.15816,43690.96528,39640,38190,49840
-43030.93523,-39887.73845,-39885.47167,-37639.46537,-38562.40682,-36562.9096,-43130,-41810,-41020,43030.93523,39887.73845,39885.47167,37639.46537,38562.40682,36562.9096,43130,41810,41020
-42908.06075,-36570.43983,-35642.18383,-34783.42613,-36706.13578,-34041.67923,-37810,-37510,-34790,42908.06075,36570.43983,35642.18383,34783.42613,36706.13578,34041.67923,37810,37510,34790
27298.6135,36008.99875,35463.5061,35742.672,24947.30822,22701.38402,35622,25223,-19263,74219.11112,73847.47704,70917.86085,68413.90152,61426.71851,55009.35209,73278,62457,28237
-6598.6521,-12953.37091,-14315.38025,-10299.74522,-12572.98915,-16661.77738,-18206,-8810,19110,44133.87996,48577.17201,42835.28895,43264.31687,43722.89533,38149.76167,51074,45790,31270
-34754.46137,-34278.68576,-31914.182,-33179.03685,-34761.18547,-33507.40808,-40530,-39640,-35320,34754.46137,34278.68576,31914.182,33179.03685,34761.18547,33507.40808,40530,39640,35320
58334.65907,60141.52303,58779.8216,62883.21852,45670.40829,43493.2333,55400,44900,-13022,82672.58274,86165.9329,82811.60682,87987.5339,77618.0571,67873.76067,85280,73600,31662
-21658.08978,-24867.97762,-23905.59057,-19882.78574,-18817.14324,-17716.19261,-33540,-24477,7700,34682.78459,37507.57455,36129.83081,33535.01476,36353.19032,37744.04762,46720,38103,34720
83481.5064,82033.33313,77256.6061,76854.41081,54266.76742,60038.29337,70160,67740,28427,98150.37877,98857.126,93893.90779,92520.85232,69344.65965,76766.12906,92520,78300,39167
36720.45304,36871.14004,39503.64752,32459.26569,25434.41418,28397.86969,28470,21590,-7861,75174.31392,77238.52164,78190.68966,67496.66973,60675.8598,64047.87746,81710,69490,24043
60566.87879,55263.54912,51931.42782,44773.05444,93671.76667,97034.40671,62920,64240,33621,60566.87879,55263.54912,51931.42782,45339.92478,93671.76667,97034.40671,62920,64240,33621
34574.53803,25554.05659,26704.4741,41486.29531,34361.78399,40776.78745,23043,28770,25854,63046.31025,56386.47486,56183.75607,70868.76027,63129.59783,67944.37383,58783,52410,27596
13318.71589,17739.28555,20662.65649,10160.10219,1678.694566,7933.461766,14620,7450,-34303,69165.16676,66989.81067,67320.11097,59808.88402,49646.56878,55256.95175,70860,60310,34303
55112.12958,56816.00062,53355.05897,45003.65273,66771.46058,76825.17465,65600,66750,26358,55112.12958,56816.00062,53355.05897,50487.06899,66771.46058,76825.17465,65600,66750,26358
55403.22507,49106.30919,45464.45506,52931.27225,57502.09293,64437.00942,57440,56940,18574,55403.22507,49106.30919,45464.45506,54354.80445,57502.09293,64437.00942,57440,56940,18574
49025.45448,42348.01867,38262.8997,47743.48475,48691.57,55203.24345,53000,52090,7166,49025.45448,42348.01867,38262.8997,48775.6521,48691.57,55203.24345,53000,52090,9990
30202.25447,25933.96739,24293.94118,24556.73172,43380.87488,44749.03142,44050,44920,5608,30202.25447,25933.96739,24293.94118,24556.73172,43380.87488,44749.03142,44050,44920,14328
37694.67213,34406.55162,33475.18841,41360.37886,37308.80844,39003.48377,50630,50690,8197,37694.67213,34406.55162,33475.18841,41360.37886,37308.80844,39003.48377,50630,50690,11021
39246.69382,33121.73779,32332.62607,41082.32477,34681.01662,36022.39959,49650,48770,-1131,39246.69382,33121.73779,32332.62607,41082.32477,34681.01662,36022.39959,49650,48770,7587
