measured,hybrid_predicted,ggmr_predicted,rc_model3_predicted,rc_model2_predicted,rc_model1_predicted
8504.669322,9358.697372,5805.118149,8.08E+03,8.02E+03,7.55E+02
5769.249364,6734.081123,8744.018111,5.53E+03,6.47E+03,2.31E+03
5476.69108,5953.611416,8802.412061,5.12E+03,5.60E+03,1.27E+03
5260.19795,5502.141024,8598.511912,4.87E+03,5.08E+03,3.35E+03
5260.19795,4900.489235,8386.482841,4.65E+03,4.77E+03,2.31E+03
5305.544484,4704.939341,8299.71573,4.58E+03,4.58E+03,2.83E+03
5124.158348,4546.266133,8242.136327,4.41E+03,4.41E+03,2.31E+03
3463.890085,4411.296273,8038.239957,4.42E+03,4.42E+03,3.35E+03
2574.512901,4726.917873,7541.51557,4.92E+03,4.73E+03,2.83E+03
3393.676097,4902.092862,6972.139648,5.25E+03,4.86E+03,1.79E+03
3645.276221,3811.72303,6024.746932,4.78E+03,4.75E+03,1.27E+03
3686.234381,3455.327393,5375.321398,4.66E+03,4.63E+03,1.27E+03
3604.318061,3075.305768,4666.992034,4.51E+03,4.51E+03,1.79E+03
4634.123222,2408.696778,3648.248648,4.15E+03,4.15E+03,2.36E+02
6348.514767,1611.607467,2864.298419,3.42E+03,3.73E+03,1.27E+03
4897.425678,2534.105771,3173.757277,3.42E+03,3.60E+03,1.27E+03
4623.883682,3217.533802,3636.930347,3.60E+03,3.57E+03,7.54E+02
4628.272056,3204.969019,3788.740139,3.53E+03,3.56E+03,3.87E+03
4541.967362,3381.15864,3993.175869,3.63E+03,3.60E+03,7.54E+02
4581.462731,3593.909196,4264.007248,3.73E+03,3.66E+03,1.27E+03
4620.958099,3553.535759,4293.976714,3.76E+03,3.70E+03,3.35E+03
4487.84408,3444.159812,4318.546968,3.74E+03,3.70E+03,1.27E+03
4454.199877,3487.125933,4488.288922,3.74E+03,3.71E+03,1.27E+03
2896.327014,3728.662859,4561.581207,3.88E+03,3.85E+03,2.31E+03
2205.889463,4248.67599,4460.272572,4.41E+03,4.22E+03,1.79E+03
3001.647996,4422.385248,4266.025271,4.78E+03,4.41E+03,2.83E+03
3278.115574,3546.459728,2847.50357,4.37E+03,4.34E+03,2.35E+02
3156.703887,2543.837319,7841.399772,4.24E+03,4.24E+03,2.35E+02
3931.98334,2371.677524,7663.317109,3.92E+03,3.95E+03,-8.02E+02
5529.351571,3052.645217,2810.185113,3.36E+03,3.61E+03,2.31E+03
4575.611565,3479.717646,2865.974428,3.37E+03,3.56E+03,7.54E+02
4304.995152,3827.432445,2918.713764,3.67E+03,3.58E+03,1.27E+03
4259.648618,3579.01242,2901.783682,3.57E+03,3.60E+03,7.54E+02
4373.746349,3772.852934,3233.101722,3.74E+03,3.68E+03,7.54E+02
4411.778926,3724.90592,3324.358947,3.81E+03,3.75E+03,3.35E+03
4411.778926,3769.471054,3571.889949,3.87E+03,3.81E+03,7.54E+02
4487.84408,3680.107333,3621.947524,3.93E+03,3.87E+03,1.79E+03
4259.648618,3655.990136,3817.231786,3.93E+03,3.87E+03,1.79E+03
3089.415481,3514.065738,3821.851735,3.96E+03,3.96E+03,1.27E+03
2040.594032,4103.419946,3854.926663,4.48E+03,4.32E+03,1.27E+03
2908.029345,3466.336105,4867.155281,4.93E+03,4.57E+03,2.83E+03
3238.620206,2444.00986,4429.855,4.38E+03,4.29E+03,2.35E+02
2922.657259,1557.100287,7242.307263,3.57E+03,3.88E+03,2.35E+02
2685.685049,2135.208643,2476.875541,3.50E+03,3.69E+03,-2.84E+02
3083.564315,2866.819876,2150.80122,3.35E+03,3.41E+03,1.27E+03
4335.713772,2612.762231,1589.668871,2.87E+03,3.14E+03,2.35E+02
3690.622755,2943.49381,1454.460986,2.97E+03,3.10E+03,2.35E+02
3599.929687,3084.091698,1589.881404,3.15E+03,3.15E+03,7.53E+02
3636.499473,3111.134578,2071.354934,3.22E+03,3.19E+03,-2.84E+02
3733.043706,3041.778768,2335.989286,3.24E+03,3.24E+03,1.79E+03
3563.359902,2972.76823,2180.097909,3.35E+03,3.32E+03,1.27E+03
3624.797141,2958.662879,2555.26973,3.42E+03,3.36E+03,1.79E+03
3563.359902,2689.988526,3098.546076,3.35E+03,3.35E+03,7.53E+02
2962.152628,2721.315781,3438.4923,3.42E+03,3.42E+03,7.53E+02
1790.456699,3171.294455,3540.897796,3.77E+03,3.67E+03,7.53E+02
2211.740629,3556.095629,3198.240935,4.10E+03,3.85E+03,1.79E+03
2606.694312,3579.525125,2790.766993,3.91E+03,3.84E+03,-2.84E+02
2586.215232,3476.362193,2392.747031,3.80E+03,3.80E+03,7.53E+02
2510.150078,3648.573628,2325.145095,3.77E+03,3.77E+03,-8.03E+02
2586.215232,3571.716796,1872.367344,3.71E+03,3.71E+03,-2.84E+02
2548.182655,3643.650306,1849.466734,3.64E+03,3.67E+03,-2.84E+02
2646.189681,3577.972894,1374.294304,3.63E+03,3.63E+03,1.27E+03
3572.13665,3254.87213,842.5378468,3.33E+03,3.36E+03,-2.84E+02
3655.515761,2903.0639,719.3083592,2.89E+03,3.17E+03,-8.03E+02
3554.583153,3221.573446,798.1896939,3.16E+03,3.19E+03,7.53E+02
3431.708674,3343.166633,1174.437755,3.28E+03,3.25E+03,7.53E+02
3636.499473,3315.908712,1531.021327,3.34E+03,3.31E+03,7.53E+02
3594.078521,3220.981932,1711.16314,3.41E+03,3.38E+03,7.53E+02
3594.078521,3185.775167,2020.790517,3.47E+03,3.41E+03,7.53E+02
3317.610943,2933.303545,2231.045626,3.35E+03,3.35E+03,-2.85E+02
2450.17563,2765.06296,2218.264678,3.38E+03,3.44E+03,1.79E+03
1790.456699,3287.800823,2372.011856,3.83E+03,3.68E+03,7.52E+02
2053.759155,3587.911487,2284.566318,4.05E+03,3.87E+03,2.34E+02
2358.019771,3578.43594,2083.702232,4.00E+03,3.88E+03,2.34E+02
2396.052348,3318.641733,1845.995212,3.73E+03,3.76E+03,2.34E+02
2396.052348,3222.096446,1669.641133,3.61E+03,3.67E+03,-2.85E+02
2358.019771,3347.655677,1756.98619,3.60E+03,3.63E+03,-8.03E+02
2630.098975,3206.311031,1582.89802,3.46E+03,3.46E+03,-2.85E+02
3949.536837,2756.071215,1385.33369,3.06E+03,3.24E+03,-8.03E+02
3308.834194,2848.934652,1531.417729,3.08E+03,3.20E+03,-2.85E+02
3317.610943,3128.533985,1683.315031,3.30E+03,3.27E+03,2.34E+02
3276.652783,3033.682771,1720.108755,3.35E+03,3.32E+03,2.34E+02
3196.199255,3001.924947,1954.083977,3.40E+03,3.37E+03,1.27E+03
3393.676097,2983.300943,2138.493164,3.47E+03,3.44E+03,-2.85E+02
3393.676097,2962.626494,2313.718075,3.53E+03,3.47E+03,1.79E+03
3422.931925,2705.274066,2288.787405,3.49E+03,3.49E+03,7.52E+02
3624.797141,2687.298147,2467.742765,3.55E+03,3.52E+03,-2.85E+02
2896.327014,2484.850451,2482.223534,3.56E+03,3.52E+03,7.52E+02
1843.11719,2588.749529,2519.854098,3.64E+03,3.64E+03,1.27E+03
1761.200871,3107.192356,2460.519155,4.02E+03,3.86E+03,2.33E+02
2330.226734,3226.263432,2072.429884,4.10E+03,3.92E+03,1.27E+03
2358.019771,3083.8647,1906.076067,3.85E+03,3.88E+03,-8.04E+02
2396.052348,3226.118832,1818.890335,3.89E+03,3.86E+03,-8.04E+02
2396.052348,3174.330259,1765.503848,3.80E+03,3.80E+03,-2.85E+02
2358.019771,3096.549206,1733.625332,3.70E+03,3.74E+03,-8.04E+02
3225.455083,2813.75703,1770.91135,3.46E+03,3.50E+03,2.33E+02
3440.485422,2285.488245,1735.595232,3.02E+03,3.26E+03,-2.85E+02
3557.508736,2456.938766,1860.819177,3.16E+03,3.25E+03,-2.85E+02
3297.131863,2578.429861,1775.897074,3.34E+03,3.31E+03,7.52E+02
3218.141126,2677.806567,1879.008747,3.43E+03,3.39E+03,-2.85E+02
3422.931925,2711.233034,2035.937148,3.52E+03,3.46E+03,2.33E+02
3279.578366,2602.744158,2172.52149,3.51E+03,3.48E+03,7.52E+02
3532.641282,2357.403435,2160.185393,3.48E+03,3.48E+03,-2.86E+02
2927.045633,2317.94517,2385.579021,3.52E+03,3.52E+03,1.79E+03
1949.900964,2607.080711,2455.97546,3.77E+03,3.70E+03,2.33E+02
1777.291577,3043.727153,2573.564374,4.14E+03,3.95E+03,2.33E+02
2330.226734,3070.856438,2523.585077,4.16E+03,3.98E+03,2.33E+02
2396.052348,2724.160494,2287.613816,3.84E+03,3.90E+03,2.33E+02
2396.052348,2805.518757,1983.825568,3.87E+03,3.87E+03,-2.86E+02
2396.052348,2789.923355,1775.209381,3.84E+03,3.84E+03,-8.04E+02
2396.052348,2777.150525,1772.529626,3.82E+03,3.82E+03,2.33E+02
2488.208207,2658.752954,1778.913045,3.70E+03,3.70E+03,-2.86E+02
3538.492447,2290.136851,1658.744575,3.28E+03,3.40E+03,-1.32E+03
3080.638733,2026.21111,1713.878178,2.99E+03,3.24E+03,2.33E+02
3247.396955,2345.730536,1828.091954,3.26E+03,3.29E+03,2.33E+02
3370.271434,2561.027137,1914.300816,3.44E+03,3.38E+03,7.51E+02
3379.048183,2590.843314,1961.344779,3.46E+03,3.43E+03,-8.04E+02
3305.908611,2541.39204,2097.483403,3.49E+03,3.46E+03,7.51E+02
3218.141126,2292.786004,2072.511134,3.43E+03,3.43E+03,2.32E+02
2927.045633,2210.910997,2221.685228,3.44E+03,3.47E+03,2.32E+02
2078.626609,2553.689525,2297.643698,3.72E+03,3.66E+03,2.32E+02
1679.284551,3033.025897,2417.159677,4.12E+03,3.94E+03,7.51E+02
2290.731365,3065.320784,2299.807453,4.23E+03,4.01E+03,7.51E+02
2319.987194,2736.155285,2413.185007,3.90E+03,3.93E+03,-2.86E+02
2281.954617,2581.134988,2435.627384,3.79E+03,3.83E+03,-2.86E+02
2281.954617,2420.933739,2463.933598,3.70E+03,3.76E+03,-2.86E+02
2281.954617,2480.241812,2425.582411,3.75E+03,3.75E+03,2.32E+02
2545.257073,2450.75895,2470.736711,3.61E+03,3.61E+03,-1.32E+03
3539.955239,2164.190973,2065.914548,3.18E+03,3.33E+03,-1.32E+03
3630.648307,2074.849434,1928.288973,3.08E+03,3.29E+03,-8.05E+02
3133.299224,2569.305327,1942.370862,3.49E+03,3.40E+03,-2.86E+02
3276.652783,2461.261841,1835.078045,3.49E+03,3.46E+03,1.27E+03
3196.199255,2439.140004,1998.994444,3.54E+03,3.51E+03,-2.87E+02
3393.676097,2406.49483,2135.762531,3.59E+03,3.56E+03,7.50E+02
3279.578366,2405.749028,2258.888761,3.66E+03,3.63E+03,2.32E+02
3279.578366,2362.410851,2389.437572,3.69E+03,3.63E+03,7.50E+02
2767.601369,2017.019945,2354.152871,3.57E+03,3.60E+03,2.32E+02
1623.698477,2288.939084,2433.597929,3.77E+03,3.77E+03,7.50E+02
1777.291577,2771.773591,2546.699776,4.23E+03,4.01E+03,-2.87E+02
2369.722102,2672.4895,2584.344588,4.18E+03,4.02E+03,7.50E+02
2358.019771,2294.720724,2537.862961,3.89E+03,3.95E+03,-2.87E+02
2358.019771,2354.396188,2269.450316,3.89E+03,3.89E+03,-2.87E+02
2319.987194,2326.666561,2078.529771,3.85E+03,3.88E+03,-8.05E+02
2267.326703,1965.207425,2883.990416,3.91E+03,3.88E+03,2.32E+02
2358.019771,1566.171734,3136.26282,3.81E+03,3.81E+03,-8.05E+02
2358.019771,1144.257338,2370.918863,3.70E+03,3.76E+03,-2.87E+02
2358.019771,198.1674057,-106.4549907,3.75E+03,3.75E+03,-8.05E+02
2902.178179,83.3182305,1302.260032,3.57E+03,3.57E+03,2.32E+02
3431.708674,1760.084661,1977.659805,3.10E+03,3.32E+03,-8.05E+02
3083.564315,1388.933944,1995.504705,3.09E+03,3.25E+03,2.32E+02
3232.76904,1668.412083,2069.431435,3.33E+03,3.33E+03,-2.87E+02
3153.778304,1857.954538,2131.656268,3.45E+03,3.39E+03,2.31E+02
3025.052659,1717.738852,2284.892678,3.38E+03,3.38E+03,2.31E+02
2084.477775,1706.263111,2268.909669,3.44E+03,3.47E+03,2.31E+02
1484.733292,2309.507635,2439.533527,3.96E+03,3.84E+03,2.82E+03
2211.740629,2996.308942,1569.00734,4.03E+03,3.70E+03,-2.87E+02
5032.002488,2881.500095,5936.821956,1.93E+03,2.33E+03,-2.87E+02
-2293.656948,-2562.75611,-2649.674317,-1.39E+03,-7.55E+01,2.31E+02
-4242.095121,-3551.776533,-3761.17176,-4.09E+03,-2.10E+03,-2.87E+02
-4620.958099,-3715.419482,-3896.329427,-4.35E+03,-3.13E+03,-2.87E+02
-4833.062855,-3791.279877,-3953.543166,-4.40E+03,-3.64E+03,-1.32E+03
-4833.062855,-3871.486268,-4043.508166,-4.38E+03,-3.82E+03,-2.36E+03
-4660.453467,-3836.449186,-4078.135967,-4.18E+03,-3.84E+03,-3.40E+03
-4487.84408,-3817.716569,-4089.967369,-4.07E+03,-3.80E+03,-3.40E+03
-4315.234692,-3755.478306,-4080.775706,-3.91E+03,-3.69E+03,-4.44E+03
-4177.732298,-3665.165725,-4052.10219,-3.71E+03,-3.55E+03,-4.95E+03
-4212.839292,-3589.506535,-4025.019072,-3.55E+03,-3.43E+03,-2.36E+03
-3861.769351,-3582.575702,-4048.057047,-3.45E+03,-3.33E+03,-5.99E+03
-3826.662357,-3500.788568,-4011.308837,-3.30E+03,-3.18E+03,-3.40E+03
-3185.959715,-3467.108233,-3949.93168,-3.25E+03,-3.22E+03,-4.95E+03
-2635.950141,-3692.433327,-3911.792137,-3.89E+03,-3.58E+03,-4.44E+03
-3001.647996,-3823.12015,-3825.792543,-4.35E+03,-3.89E+03,-3.92E+03
-3651.127387,-3723.52119,-3740.877984,-4.25E+03,-3.95E+03,-4.44E+03
-3879.322848,-3582.656586,-3672.413114,-3.96E+03,-3.84E+03,-2.88E+03
-3879.322848,-3534.822987,-3647.055614,-3.80E+03,-3.74E+03,-3.40E+03
-3917.355425,-3494.415368,-3591.230277,-3.75E+03,-3.66E+03,-3.40E+03
-3841.290272,-3405.407575,-3513.583481,-3.58E+03,-3.52E+03,-3.92E+03
-3841.290272,-3360.069808,-3470.103778,-3.41E+03,-3.41E+03,-3.92E+03
-3765.225118,-3351.789978,-3435.065458,-3.42E+03,-3.36E+03,-3.40E+03
-3765.225118,-3086.43322,-3174.687797,-2.82E+03,-2.76E+03,-2.88E+03
-6870.731304,-6255.02472,-5979.776986,1.53E+00,-6.11E+02,-4.44E+03
2194.187132,3021.316439,4117.062357,3.84E+03,1.82E+03,-3.40E+03
2685.685049,3830.949205,4435.721753,4.69E+03,3.22E+03,-2.88E+03
3140.613181,3708.763242,4593.267688,4.75E+03,3.89E+03,-1.84E+03
3532.641282,3651.292742,4897.127968,4.77E+03,4.21E+03,-1.33E+03
3733.043706,3465.838176,4960.936436,4.74E+03,4.35E+03,2.30E+02
3970.015917,3221.524602,4991.924975,4.64E+03,4.36E+03,-1.84E+03
3826.662357,-7071.828612,-2059.570622,3.90E+03,3.68E+03,7.49E+02
649.4793909,1456.447782,2161.001793,7.64E+02,1.38E+03,7.49E+02
-3159.629469,-3261.033557,-3323.675467,-3.08E+03,-1.06E+03,7.49E+02
-3686.234381,-3535.841536,-3441.784716,-3.71E+03,-2.39E+03,2.30E+02
-3861.769351,-3590.633322,-3466.483603,-3.80E+03,-3.04E+03,-1.84E+03
-3655.515761,-3559.874287,-3444.528688,-3.78E+03,-3.32E+03,-1.33E+03
-3655.515761,-3557.258877,-3444.420684,-3.77E+03,-3.46E+03,-8.07E+02
-3655.515761,-3524.105109,-3412.248967,-3.79E+03,-3.54E+03,-2.88E+03
-3829.58794,-3522.271289,-3415.562118,-3.80E+03,-3.59E+03,-2.88E+03
-3797.406529,-3448.484,-3379.680697,-3.76E+03,-3.58E+03,-3.92E+03
-3829.58794,-3363.818118,-3352.119743,-3.71E+03,-3.59E+03,-2.36E+03
-3829.58794,-3370.727009,-3359.639458,-3.79E+03,-3.60E+03,-3.92E+03
-3861.769351,-3292.2248,-3340.198658,-3.74E+03,-3.62E+03,-3.92E+03
-3686.234381,-3191.67251,-3335.31765,-3.63E+03,-3.48E+03,-3.40E+03
-3035.292199,-3052.280107,-3312.317168,-3.34E+03,-3.40E+03,-4.44E+03
-2164.931303,-3034.488187,-3299.092938,-3.43E+03,-3.27E+03,-3.40E+03
-4729.204664,-4856.484049,-4852.025666,-1.15E+03,-1.25E+03,-3.92E+03
3330.776066,3423.609513,5657.510871,3.79E+03,1.59E+03,-4.44E+03
4107.51831,4868.351823,5994.318204,5.14E+03,3.39E+03,-2.88E+03
4669.230216,4986.215715,6040.237108,5.37E+03,4.27E+03,-2.36E+03
5090.514145,4696.172687,6010.976541,5.25E+03,4.64E+03,-1.33E+03
5090.514145,4590.516312,6086.68104,5.29E+03,4.87E+03,-2.89E+02
5305.544484,4470.707679,6184.905163,5.36E+03,4.96E+03,7.48E+02
5305.544484,3949.347379,6131.773233,4.99E+03,4.75E+03,2.30E+02
3993.420579,-4176.209191,-4707.531849,2.92E+03,2.95E+03,2.82E+03
-2106.419646,-1141.940605,-2922.669082,-1.58E+03,1.92E+02,2.30E+03
-2808.559528,-3204.611656,-3283.548577,-3.64E+03,-1.87E+03,2.30E+02
-3335.16444,-3389.931205,-3319.683923,-4.09E+03,-2.90E+03,1.79E+03
-3481.443582,-3299.669162,-3327.641972,-3.88E+03,-3.30E+03,-8.07E+02
-3481.443582,-3305.870212,-3348.978073,-3.90E+03,-3.53E+03,-8.07E+02
-3307.371403,-3300.281456,-3341.984109,-3.99E+03,-3.65E+03,-1.84E+03
-3452.187754,-3269.70986,-3347.476694,-3.91E+03,-3.70E+03,-1.84E+03
-3307.371403,-3244.075331,-3330.880746,-3.95E+03,-3.73E+03,-2.36E+03
-3307.371403,-3209.872187,-3334.940979,-3.90E+03,-3.71E+03,-3.92E+03
-3307.371403,-3094.00694,-3300.208173,-3.74E+03,-3.62E+03,-3.92E+03
-2733.957166,-2855.911388,-3265.851274,-3.18E+03,-3.12E+03,-2.36E+03
-2123.973143,-3901.656002,-3993.864118,-7.13E+02,-1.11E+03,-3.40E+03
4369.357975,2833.418022,5863.298267,3.34E+03,1.42E+03,-3.40E+03
4464.439417,4445.365535,6241.032479,4.63E+03,3.06E+03,-2.36E+03
4835.988438,4842.182777,6256.882734,4.93E+03,3.92E+03,-1.84E+03
5260.19795,4893.236094,6271.905478,5.00E+03,4.39E+03,-1.84E+03
5260.19795,5033.045285,6312.015024,5.13E+03,4.64E+03,-2.89E+02
5429.881755,4906.047507,6291.145326,5.06E+03,4.72E+03,7.48E+02
5429.881755,4751.545392,6161.0813,5.01E+03,4.77E+03,2.30E+03
5523.500406,4725.920891,6143.15745,5.00E+03,4.76E+03,-2.89E+02
4607.792976,3719.199639,5010.357096,3.99E+03,3.84E+03,2.82E+03
1609.070563,1595.033664,759.9469128,4.41E+02,1.33E+03,1.78E+03
-2281.954617,-2903.41816,-3287.575329,-3.27E+03,-1.15E+03,1.78E+03
-2808.559528,-3166.227722,-3302.670176,-3.93E+03,-2.55E+03,1.27E+03
-3133.299224,-3255.141899,-3295.714832,-4.16E+03,-3.30E+03,2.29E+02
-3307.371403,-3308.000765,-3294.427606,-4.27E+03,-3.69E+03,-2.89E+02
-3481.443582,-3272.76444,-3266.878451,-4.28E+03,-3.88E+03,-1.33E+03
-3481.443582,-3285.257634,-3278.509129,-4.30E+03,-3.99E+03,-2.88E+03
-3140.613181,-3225.608684,-3288.141119,-4.17E+03,-3.90E+03,-1.33E+03
-2106.419646,-2474.69928,-3128.583586,-2.56E+03,-2.53E+03,-3.40E+03
1301.884365,32.80934084,4643.834363,1.89E+03,5.48E+02,-2.88E+03
5791.191236,5916.6456,6292.916023,5.77E+03,3.29E+03,-2.88E+03
6553.305566,6591.00932,6421.5445,6.31E+03,4.81E+03,-2.88E+03
6897.06155,6968.030659,6523.16568,6.60E+03,5.59E+03,-8.08E+02
6957.035998,6959.783007,6531.774265,6.57E+03,5.96E+03,-2.90E+02
7188.157043,7034.132297,6597.470539,6.62E+03,6.16E+03,1.78E+03
7126.719803,6987.312327,6545.014889,6.64E+03,6.27E+03,1.78E+03
7126.719803,6855.648245,6470.092891,6.61E+03,6.30E+03,1.27E+03
7188.157043,6798.645754,6447.768462,6.57E+03,6.32E+03,1.78E+03
7188.157043,6622.84956,6299.145422,6.51E+03,6.26E+03,3.34E+03
5546.905068,6388.149848,6133.03958,6.40E+03,6.27E+03,2.82E+03
3737.432081,5876.346559,5431.380197,6.55E+03,6.28E+03,3.86E+03
3809.10886,4530.191878,-7245.86236,6.45E+03,6.32E+03,3.34E+03
4502.471994,7240.862006,12582.38198,6.73E+03,6.45E+03,1.78E+03
4868.169849,6823.214618,12037.4881,6.69E+03,6.44E+03,2.30E+03
4982.26758,6294.274787,11733.58336,6.39E+03,6.30E+03,1.27E+03
6655.700966,6143.865545,12370.62026,5.75E+03,5.72E+03,2.30E+03
8355.464597,2006.343423,-9030.253282,4.67E+03,5.16E+03,1.78E+03
6997.994158,4221.27481,6334.306568,5.24E+03,5.37E+03,2.82E+03
8131.657509,5904.83029,9185.968103,6.40E+03,5.94E+03,2.30E+03
8144.822632,6423.299459,10227.77707,6.62E+03,6.16E+03,2.82E+03
7422.20367,5876.336508,9252.331868,6.29E+03,6.19E+03,3.86E+03
7659.17588,5943.156794,9705.839209,6.24E+03,6.09E+03,3.86E+03
6611.817223,5215.19501,8721.027033,5.75E+03,5.81E+03,3.34E+03
5055.407151,4597.541872,7675.002744,5.30E+03,5.42E+03,3.34E+03
2621.322226,3381.173072,284.5065052,4.82E+03,5.06E+03,3.86E+03
2883.161891,2702.893117,-352.702847,4.33E+03,4.48E+03,3.34E+03
2738.34554,2792.702581,990.2558811,4.44E+03,4.96E+03,3.34E+03
4335.713772,8568.336658,11611.68278,8.88E+03,7.90E+03,1.27E+03
8024.873736,12442.15749,11085.62933,1.28E+04,9.99E+03,2.30E+03
8823.557851,10466.38758,10946.99591,1.10E+04,1.03E+04,2.30E+03
8447.620456,10274.61861,10881.90958,1.09E+04,1.05E+04,2.29E+02
8520.760027,10093.2687,10839.26323,1.09E+04,1.05E+04,1.78E+03
12111.91297,8961.359371,10961.04133,1.00E+04,9.79E+03,2.82E+03
12901.82033,7478.220234,11979.61849,8.60E+03,9.22E+03,2.82E+03
13808.75101,8158.757223,11585.03448,9.50E+03,9.38E+03,3.86E+03
12041.69898,9110.02502,11506.63536,1.00E+04,9.65E+03,4.38E+03
11907.12217,9275.953917,11485.89414,1.01E+04,9.82E+03,4.38E+03
11775.47094,9608.347815,11376.70226,1.01E+04,9.87E+03,5.41E+03
11320.54281,9656.052031,11276.15072,9.95E+03,9.79E+03,5.41E+03
8886.457883,9665.254863,11320.97025,9.84E+03,9.78E+03,5.93E+03
6170.054214,10187.88488,11220.64082,1.05E+04,1.03E+04,4.90E+03
6358.754307,10850.826,11011.85995,1.16E+04,1.08E+04,6.45E+03
7682.580543,9954.048385,10777.27966,1.10E+04,1.07E+04,3.86E+03
8062.906313,8955.953516,10640.41277,1.02E+04,1.03E+04,5.41E+03
7789.364317,8687.389923,10580.45204,9.94E+03,1.00E+04,3.34E+03
7789.364317,8447.644005,10477.07466,9.82E+03,9.82E+03,3.86E+03
7716.224746,8138.553167,10470.5412,9.57E+03,9.64E+03,2.82E+03
7716.224746,7944.930196,10419.35471,9.51E+03,9.51E+03,2.30E+03
7948.808582,7778.991504,10447.95033,9.43E+03,9.43E+03,3.34E+03
11058.70314,7110.964461,10518.00544,8.85E+03,8.82E+03,2.82E+03
11775.47094,7818.264583,11139.36371,7.79E+03,8.44E+03,3.34E+03
11632.11738,9393.941589,11256.17698,8.75E+03,8.65E+03,3.34E+03
10782.23556,10643.66324,11643.02299,9.14E+03,8.93E+03,5.41E+03
10608.16339,11319.11886,11942.35511,9.32E+03,9.10E+03,4.38E+03
9227.288284,9358.47211,10566.84038,9.27E+03,9.15E+03,3.86E+03
7161.826797,9963.634612,10712.6746,9.48E+03,9.41E+03,4.90E+03
6085.212311,10566.42672,10588.30933,1.03E+04,9.98E+03,4.38E+03
7504.11999,11112.55082,10431.46391,1.07E+04,1.02E+04,5.41E+03
7942.957416,12292.14529,16102.04909,9.94E+03,9.94E+03,4.38E+03
7899.073673,12701.23672,14754.62815,9.58E+03,9.67E+03,3.34E+03
7767.422446,12712.5392,11284.77881,9.39E+03,9.48E+03,2.82E+03
7723.538703,6854.80847,8031.340036,9.39E+03,9.42E+03,2.82E+03
7466.087413,6825.364519,5895.734792,9.47E+03,9.41E+03,2.30E+03
7508.508364,6792.139987,5723.630143,9.41E+03,9.38E+03,2.82E+03
7466.087413,6840.161249,5667.897727,9.38E+03,9.35E+03,2.82E+03
7423.666462,6886.733033,5805.293945,9.38E+03,9.35E+03,3.34E+03
7423.666462,6785.888192,5750.136147,9.38E+03,9.32E+03,1.27E+03
7423.666462,6595.655431,5701.422481,9.28E+03,9.28E+03,3.86E+03
7635.771218,6720.870419,5794.658702,9.30E+03,9.27E+03,1.78E+03
7591.887475,6849.650411,5921.078779,9.31E+03,9.28E+03,1.27E+03
7338.824559,6835.17457,6027.59989,9.32E+03,9.26E+03,4.38E+03
7253.982657,6740.221597,6029.249176,9.21E+03,9.21E+03,7.47E+02
7253.982657,6631.334138,6084.197118,9.16E+03,9.16E+03,3.86E+03
8754.806655,6305.338662,5990.791333,8.85E+03,8.85E+03,1.27E+03
10071.31893,5795.682754,5912.286432,8.28E+03,8.58E+03,1.78E+03
9026.885859,6535.248718,6498.798745,8.61E+03,8.67E+03,2.82E+03
8849.888097,7180.895859,7018.61519,8.98E+03,8.83E+03,3.34E+03
7986.841159,7447.591103,7403.869517,9.13E+03,9.03E+03,3.34E+03
5836.53777,8348.172645,7887.903917,9.79E+03,9.58E+03,2.30E+03
5857.01685,9236.173921,8218.525379,1.07E+04,1.01E+04,1.78E+03
7226.18962,8637.386415,7857.641502,1.05E+04,1.01E+04,4.90E+03
7416.352504,7383.761646,7278.283755,9.60E+03,9.76E+03,7.47E+02
7188.157043,6901.45677,7100.94418,9.29E+03,9.48E+03,2.82E+03
7074.059312,6877.830702,7031.809562,9.26E+03,9.35E+03,1.27E+03
6997.994158,6950.890286,6991.786145,9.30E+03,9.30E+03,1.78E+03
6997.994158,6897.849654,6917.455343,9.26E+03,9.26E+03,7.47E+02
6997.994158,6855.280932,6855.085772,9.22E+03,9.22E+03,2.30E+03
6997.994158,6766.834699,6841.239668,9.20E+03,9.20E+03,7.47E+02
6959.961581,6802.367955,6815.382962,9.22E+03,9.19E+03,1.78E+03
6692.270751,6754.271087,6767.569164,9.18E+03,9.18E+03,1.27E+03
6921.929004,6766.233373,6736.429096,9.20E+03,9.16E+03,1.27E+03
7188.157043,6698.408367,6714.80303,9.13E+03,9.13E+03,7.48E+02
8332.059934,6332.588638,6636.041953,8.90E+03,8.90E+03,7.48E+02
10298.0516,5757.749732,6449.380242,8.36E+03,8.61E+03,1.78E+03
9752.430404,6259.086238,6806.617594,8.57E+03,8.72E+03,1.27E+03
8526.611193,7203.534493,7430.403599,9.22E+03,8.98E+03,2.30E+03
7708.910789,7291.881282,7676.824529,9.26E+03,9.14E+03,2.30E+03
5761.935407,7643.257546,7986.74501,9.55E+03,9.43E+03,2.82E+03
4717.502333,8432.785052,8251.431575,1.03E+04,1.00E+04,3.86E+03
6290.00311,8756.22884,8122.617138,1.07E+04,1.02E+04,7.47E+02
6911.689464,7665.98471,7604.021598,9.99E+03,1.00E+04,2.82E+03
6911.689464,7452.891193,7367.889713,9.77E+03,9.83E+03,-2.90E+02
6911.689464,7271.402468,7285.668046,9.71E+03,9.77E+03,1.78E+03
